season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3,1,7,17,0,2,1,2,0.856,0.8178,0.5664,0.1038,266
3,1,7,18,0,2,1,1,0.6243,0.5866,0.7465,0.5624,310
3,1,7,19,0,2,1,2,0.7413,0.676,0.8512,0.2417,176
3,1,7,20,0,2,1,2,0.5641,0.5367,0.5256,0.1585,173
3,1,7,21,0,2,1,1,0.616,0.5693,0.7292,0.2739,160
3,1,7,22,0,2,1,3,0.6614,0.576,0.6526,0.4798,70
3,1,7,23,0,2,1,1,0.6739,0.6793,0.6822,0.2692,98
3,1,7,0,0,3,1,2,0.6623,0.6083,0.6946,0.2546,35
3,1,7,1,0,3,1,2,0.6745,0.6326,0.4885,0.1266,19
3,1,7,2,1,3,0,1,0.6332,0.5481,0.544,0.0757,5
3,1,7,3,0,3,1,2,0.7716,0.717,0.6096,0.1428,8
3,1,7,4,0,3,1,1,0.6115,0.6111,0.7857,0.0962,23
3,1,7,5,0,3,1,1,0.7336,0.7248,0.6024,0.0497,60
3,1,7,6,0,3,1,1,0.7289,0.6932,0.6951,0.0519,123
3,1,7,7,0,3,1,3,0.6151,0.5656,0.6456,0.4452,215
3,1,7,8,0,3,1,3,0.6558,0.6238,0.647,0.4388,280
3,1,7,9,0,3,1,1,0.6813,0.6624,0.6571,0.475,275
3,1,7,10,1,3,0,2,0.7988,0.7139,0.5412,0.4596,50
3,1,7,11,0,3,1,3,0.6556,0.6304,0.6204,0.2688,142
3,1,7,12,0,3,1,2,0.9351,0.9114,0.5898,0.4677,247
3,1,7,13,0,3,1,1,0.7352,0.6967,0.632,0.1595,205
3,1,7,14,0,3,1,1,0.7055,0.6697,0.5575,0.1156,242
3,1,7,15,0,3,1,1,0.7434,0.6844,0.8568,0.4307,192
3,1,7,16,0,3,1,1,0.5612,0.542,0.4341,0.0917,226
3,1,7,17,0,3,1,2,0.7635,0.7736,0.4379,0.1666,257
3,1,7,18,0,3,1,2,0.5889,0.6016,0.6901,0.0684,355
3,1,7,19,0,3,1,2,0.7424,0.688,0.7378,0.3283,223
3,1,7,20,0,3,1,1,0.64,0.5968,0.8317,0.1504,225
3,1,7,21,0,3,1,2,0.6255,0.6352,0.6075,0.1306,129
3,1,7,22,0,3,1,2,0.8056,0.7831,0.6394,0.1244,90
3,1,7,23,0,3,1,2,0.6745,0.658,0.699,0.4074,60
3,1,7,0,0,4,1,1,0.5726,0.4898,0.8078,0.3972,27
3,1,7,1,0,4,1,1,0.7481,0.7381,0.4824,0.403,14
3,1,7,2,0,4,1,1,0.5944,0.5562,0.6629,0.4843,13
3,1,7,3,0,4,1,1,0.7751,0.7433,0.7165,0.4415,10
3,1,7,4,0,4,1,2,0.6787,0.6236,0.5996,0.1139,16
3,1,7,5,0,4,1,2,0.5907,0.6106,0.6917,0.2028,44
3,1,7,6,0,4,1,1,0.7373,0.6712,0.5662,0.4046,154
3,1,7,7,0,4,1,2,0.7163,0.7391,0.7862,0.5899,216
3,1,7,8,0,4,1,2,0.5312,0.5055,0.428,0.0586,374
3,1,7,9,0,4,1,2,0.6754,0.6366,0.6085,0.1372,185
3,1,7,10,0,4,1,2,0.7007,0.6392,0.7079,0.0134,181
3,1,7,11,0,4,1,3,0.6967,0.6461,0.6051,0.1593,166
3,1,7,12,0,4,1,2,0.6669,0.6274,0.7422,0.2186,182
3,1,7,13,0,4,1,1,0.732,0.6994,0.6481,0.3094,201
3,1,7,14,0,4,1,2,0.7196,0.6998,0.6758,0.7071,118
3,1,7,15,0,4,1,1,0.682,0.6416,0.7075,0.4446,204
3,1,7,16,0,4,1,2,0.6633,0.6463,0.6334,0.0402,263
3,1,7,17,0,4,1,4,0.6902,0.6912,0.441,0.2183,213
3,1,7,18,0,4,1,1,0.6376,0.6374,0.85,0.2763,349
3,1,7,19,0,4,1,1,0.6082,0.5966,0.8037,0.3306,231
3,1,7,20,0,4,1,1,0.6012,0.5861,0.7265,0.1409,179
3,1,7,21,0,4,1,3,0.6728,0.6074,0.5962,0.208,111
3,1,7,22,0,4,1,1,0.6198,0.5951,0.6933,0.2729,107
3,1,7,23,0,4,1,2,0.6687,0.6027,0.4325,0.0799,61
3,1,7,0,1,5,0,1,0.7712,0.7631,0.4529,0.2701,19
3,1,7,1,0,5,0,1,0.6636,0.6391,0.9297,0.0311,16
3,1,7,2,0,5,0,1,0.6878,0.6873,0.4917,0.7033,8
3,1,7,3,0,5,0,2,0.6621,0.6642,0.6041,0.2846,7
3,1,7,4,0,5,0,1,0.7695,0.7443,0.6578,0.1896,13
3,1,7,5,0,5,0,3,0.7941,0.7341,0.6819,0.1588,28
3,1,7,6,0,5,0,2,0.6452,0.5457,0.6404,0.2512,77
3,1,7,7,0,5,0,3,0.729,0.7089,0.5961,0.4533,120
3,1,7,8,0,5,0,1,0.8245,0.7782,0.6283,0.1147,276
3,1,7,9,0,5,0,2,0.5968,0.591,0.7769,0.5099,136
3,1,7,10,0,5,0,1,0.7467,0.7303,0.7171,0.1951,131
3,1,7,11,0,5,0,1,0.5562,0.5464,0.7223,0.2156,112
3,1,7,12,0,5,0,2,0.6802,0.6536,0.4078,0.2123,166
3,1,7,13,0,5,0,1,0.6683,0.5851,0.7036,0.1106,157
3,1,7,14,0,5,0,3,0.5586,0.5686,0.6557,0.526,64
3,1,7,15,0,5,0,1,0.7543,0.6789,0.5642,0.3311,142
3,1,7,16,0,5,0,1,0.6884,0.6346,0.8614,0.2815,181
3,1,7,17,0,5,0,2,0.6132,0.5726,0.4642,0.3339,217
3,1,7,18,0,5,0,2,0.7011,0.6666,0.6364,0.2078,148
3,1,7,19,0,5,0,1,0.7414,0.6947,0.7823,0.4017,193
3,1,7,20,0,5,0,3,0.5543,0.5099,0.6592,0.2709,87
3,1,7,21,0,5,0,1,0.4577,0.4589,0.405,0.1813,110
3,1,7,22,0,5,0,2,0.6752,0.6014,0.8134,0.3319,60
3,1,7,23,0,5,0,1,0.6243,0.5807,0.4362,0.2658,49
3,1,7,0,0,6,0,1,0.77,0.6686,0.4976,0.4831,24
3,1,7,1,0,6,0,2,0.6504,0.5869,0.7573,0.4202,11
3,1,7,2,0,6,0,2,0.698,0.6162,0.5256,0.2712,8
3,1,7,3,0,6,0,2,0.6632,0.6521,0.6105,0.3099,7
3,1,7,4,0,6,0,1,0.5681,0.5453,0.5243,0.0742,15
3,1,7,5,0,6,0,1,0.6784,0.6202,0.6499,0.3713,42
3,1,7,6,0,6,0,3,0.5835,0.4583,0.7849,0.2435,64
3,1,7,7,0,6,0,1,0.58,0.5053,0.4518,0.367,246
3,1,7,8,0,6,0,2,0.5995,0.5365,0.6704,0.2466,211
3,1,7,9,0,6,0,1,0.5933,0.5528,0.4347,0.2764,146
3,1,7,10,0,6,0,1,0.6616,0.6512,0.8932,0.4794,125
3,1,7,11,0,6,0,1,0.6489,0.5733,0.5306,0.2056,136
3,1,7,12,0,6,0,1,0.6962,0.6209,0.7087,0.7491,137
3,1,7,13,0,6,0,2,0.5661,0.4875,0.6764,0.2483,137
3,1,7,14,0,6,0,1,0.6587,0.6258,0.6575,0.6486,126
3,1,7,15,0,6,0,2,0.6426,0.5454,0.5885,0.1329,118
3,1,7,16,0,6,0,1,0.6904,0.6029,0.4769,0.1725,194
3,1,7,17,0,6,0,1,0.6938,0.6732,0.8181,0.4327,258
3,1,7,18,0,6,0,1,0.6872,0.6986,0.528,0.177,223
3,1,7,19,0,6,0,1,0.607,0.5785,0.6271,0.4416,180
3,1,7,20,0,6,0,1,0.678,0.6347,0.5997,0.0525,135
3,1,7,21,0,6,0,1,0.6404,0.6737,0.7592,0.2784,118
3,1,7,22,0,6,0,1,0.7683,0.7142,0.9142,0.5442,96
3,1,7,23,0,6,0,1,0.684,0.6343,0.5595,0.3421,56
3,1,7,0,0,0,1,1,0.68,0.6299,0.6587,0.202,33
3,1,7,1,0,0,1,1,0.5848,0.6006,0.7711,0.1131,22
3,1,7,2,0,0,1,1,0.6331,0.6176,0.8018,0.1689,11
3,1,7,3,0,0,1,1,0.6926,0.6738,0.6234,0.0155,11
3,1,7,4,0,0,1,1,0.6689,0.6453,0.628,0.1791,16
3,1,7,5,0,0,1,2,0.6682,0.6211,0.796,0.3676,52
3,1,7,6,0,0,1,1,0.5517,0.5144,0.4205,0.2999,126
3,1,7,7,1,0,0,3,0.6175,0.5576,0.7514,0.4318,87
3,1,7,8,0,0,1,1,0.6552,0.6105,0.5461,0.3936,389
3,1,7,9,0,0,1,1,0.7586,0.7291,0.6599,0.3094,193
3,1,7,10,0,0,1,2,0.5421,0.5091,0.6495,0.6452,121
3,1,7,11,0,0,1,1,0.6013,0.5956,0.5692,0.3243,221
3,1,7,12,0,0,1,1,0.5416,0.5224,0.6793,0.1784,268
3,1,7,13,0,0,1,3,0.6972,0.668,0.5991,0.7201,132
3,1,7,14,0,0,1,2,0.7575,0.6936,0.7634,0.4265,144
3,1,7,15,0,0,1,2,0.6997,0.6279,0.55,0.2687,146
3,1,7,16,0,0,1,1,0.7148,0.6453,0.5165,0.3179,267
3,1,7,17,0,0,1,1,0.6022,0.6047,0.6553,0.2237,401
3,1,7,18,0,0,1,1,0.7003,0.6135,0.6333,0.335,330
3,1,7,19,0,0,1,2,0.6204,0.595,0.8233,0.3816,241
3,1,7,20,0,0,1,1,0.6786,0.6504,0.6389,0.2302,204
3,1,7,21,0,0,1,2,0.7096,0.6536,0.6419,0.1776,136
3,1,7,22,0,0,1,3,0.654,0.6202,0.4969,0.1904,101
3,1,7,23,0,0,1,3,0.7318,0.7004,0.6651,0.3639,50
3,1,8,0,0,1,1,1,0.6611,0.5933,0.5057,0.4728,40
3,1,8,1,0,1,1,2,0.6917,0.6334,0.6203,0.0332,14
3,1,8,2,0,1,1,2,0.8049,0.7606,0.5328,0.1707,10
3,1,8,3,0,1,1,2,0.7073,0.6689,0.7044,0.5733,8
3,1,8,4,0,1,1,3,0.62,0.5464,0.6297,0.1597,12
3,1,8,5,1,1,0,2,0.6389,0.607,0.7808,0.3985,19
3,1,8,6,0,1,1,2,0.7336,0.6982,0.5223,0.101,123
3,1,8,7,0,1,1,1,0.7455,0.7357,0.6473,0.115,316
3,1,8,8,0,1,1,2,0.67,0.6333,0.6576,0.4224,355
3,1,8,9,0,1,1,2,0.5656,0.5227,0.6244,0.1551,146
3,1,8,10,0,1,1,2,0.606,0.5962,0.772,0.1898,167
3,1,8,11,0,1,1,2,0.6852,0.6818,0.6331,0.741,141
3,1,8,12,0,1,1,1,0.7131,0.6334,0.5162,0.2435,215
3,1,8,13,0,1,1,2,0.7428,0.6874,0.6895,0.3228,196
3,1,8,14,0,1,1,3,0.5303,0.4377,0.8561,0.0969,125
3,1,8,15,0,1,1,1,0.7335,0.6654,0.5594,0.153,209
3,1,8,16,0,1,1,2,0.7724,0.7757,0.6328,0.3658,281
3,1,8,17,0,1,1,2,0.505,0.4448,0.6657,0.3511,325
3,1,8,18,0,1,1,1,0.6721,0.6498,0.754,0.0986,364
3,1,8,19,0,1,1,1,0.7256,0.6989,0.7313,0.1778,211
3,1,8,20,0,1,1,2,0.5737,0.5248,0.6561,0.5157,148
3,1,8,21,0,1,1,2,0.6375,0.5893,0.5911,0.7256,124
3,1,8,22,0,1,1,1,0.7117,0.7152,0.585,0.46,94
3,1,8,23,0,1,1,3,0.6359,0.6297,0.6991,0.2795,54
3,1,8,0,0,2,1,2,0.6451,0.6772,0.5568,0.2725,29
3,1,8,1,0,2,1,1,0.686,0.5723,0.4767,0.2671,20
3,1,8,2,0,2,1,1,0.5886,0.5725,0.6153,0.2926,12
3,1,8,3,0,2,1,1,0.5958,0.4918,0.5805,0.1305,12
3,1,8,4,0,2,1,1,0.7033,0.6641,0.5969,0.408,18
3,1,8,5,1,2,0,1,0.7369,0.6906,0.7069,0.4755,21
3,1,8,6,0,2,1,1,0.6984,0.6262,0.6541,0.1601,149
3,1,8,7,0,2,1,3,0.7658,0.7065,0.615,0.2954,202
3,1,8,8,0,2,1,2,0.6999,0.653,0.5005,0.8553,329
3,1,8,9,0,2,1,2,0.7998,0.77,0.5947,0.3703,226
3,1,8,10,0,2,1,2,0.6751,0.604,0.4488,0.5776,124
3,1,8,11,0,2,1,2,0.6882,0.6287,0.5501,0.1326,207
3,1,8,12,0,2,1,3,0.6987,0.6764,0.5465,0.2532,192
3,1,8,13,0,2,1,1,0.6265,0.6139,0.6444,0.2331,186
3,1,8,14,0,2,1,2,0.6162,0.6613,0.65,0.2631,130
3,1,8,15,0,2,1,3,0.6075,0.5792,0.613,0.5474,124
3,1,8,16,0,2,1,3,0.6316,0.6161,0.5064,0.6766,165
3,1,8,17,0,2,1,1,0.8155,0.765,0.4365,0.0867,426
3,1,8,18,0,2,1,3,0.798,0.7972,0.8051,0.0941,287
3,1,8,19,0,2,1,2,0.6476,0.5842,0.5418,0.4415,144
3,1,8,20,0,2,1,1,0.6411,0.604,0.6087,0.0793,214
3,1,8,21,0,2,1,1,0.5202,0.4988,0.5855,0.3544,165
3,1,8,22,0,2,1,1,0.6009,0.5825,0.7468,0.3595,125
3,1,8,23,0,2,1,1,0.6139,0.6083,0.6785,0.3749,87
3,1,8,0,0,3,1,1,0.6377,0.5967,0.5583,0.5607,32
3,1,8,1,0,3,1,1,0.6286,0.6209,0.7062,0.1235,20
3,1,8,2,0,3,1,2,0.6835,0.6039,0.4819,0.0926,11
3,1,8,3,0,3,1,3,0.7227,0.6911,0.6322,0.2484,9
3,1,8,4,0,3,1,3,0.6175,0.527,0.2839,0.2105,14
3,1,8,5,0,3,1,2,0.769,0.7208,0.6819,0.3637,48
3,1,8,6,0,3,1,3,0.6926,0.73,0.5933,0.0741,96
3,1,8,7,0,3,1,2,0.7306,0.6991,0.6171,0.0381,261
3,1,8,8,0,3,1,1,0.6377,0.5885,0.7893,0.368,380
3,1,8,9,0,3,1,2,0.7067,0.6838,0.5543,0.241,237
3,1,8,10,0,3,1,1,0.7002,0.6608,0.5595,0.4081,181
3,1,8,11,0,3,1,2,0.7712,0.6959,0.4657,0.0369,185
3,1,8,12,0,3,1,1,0.7141,0.6201,0.65,0.6612,246
3,1,8,13,0,3,1,3,0.7282,0.6884,0.6361,0.2845,129
3,1,8,14,0,3,1,1,0.6314,0.591,0.7317,0.2016,149
3,1,8,15,0,3,1,1,0.7522,0.7039,0.64,0.3904,210
3,1,8,16,0,3,1,1,0.5791,0.5725,0.6844,0.1625,353
3,1,8,17,0,3,1,1,0.6283,0.6357,0.7068,0.3867,490
3,1,8,18,0,3,1,4,0.6881,0.6731,0.6877,0.0872,194
3,1,8,19,0,3,1,2,0.5878,0.5459,0.6286,0.1921,197
3,1,8,20,0,3,1,1,0.6038,0.5753,0.7088,0.3941,176
3,1,8,21,0,3,1,2,0.6039,0.6047,0.7217,0.1712,135
3,1,8,22,0,3,1,1,0.695,0.6846,0.7646,0.3438,111
3,1,8,23,0,3,1,1,0.6573,0.6397,0.9179,0.2446,69
3,1,8,0,0,4,1,1,0.7338,0.6806,0.5252,0.1807,32
3,1,8,1,0,4,1,1,0.798,0.7892,0.7072,0.4735,23
3,1,8,2,0,4,1,2,0.6853,0.6914,0.6432,0.1188,13
3,1,8,3,0,4,1,2,0.6305,0.6236,0.6691,0.0758,11
3,1,8,4,0,4,1,1,0.6921,0.7458,0.7359,0.0543,22
3,1,8,5,0,4,1,2,0.6036,0.5959,0.6717,0.3268,49
3,1,8,6,0,4,1,2,0.6619,0.6632,0.5172,0.1486,130
3,1,8,7,0,4,1,1,0.8387,0.816,0.5825,0.0861,275
3,1,8,8,0,4,1,2,0.6521,0.6156,0.7138,0.253,355
3,1,8,9,0,4,1,1,0.6875,0.6179,0.552,0.0928,245
3,1,8,10,0,4,1,1,0.655,0.5992,0.5128,0.1455,169
3,1,8,11,0,4,1,1,0.6377,0.583,0.6086,0.3187,184
3,1,8,12,0,4,1,1,0.7,0.6287,0.4716,0.5861,215
3,1,8,13,0,4,1,2,0.5774,0.5399,0.5536,0.0571,188
3,1,8,14,0,4,1,2,0.6547,0.6221,0.8777,0.2294,147
3,1,8,15,0,4,1,1,0.5713,0.5785,0.5794,0.1015,166
3,1,8,16,0,4,1,3,0.7744,0.6996,0.691,0.5727,182
3,1,8,17,0,4,1,1,0.7354,0.7254,0.546,0.1025,385
3,1,8,18,0,4,1,1,0.6126,0.59,0.7206,0.1062,351
3,1,8,19,0,4,1,2,0.5364,0.5209,0.6136,0.2745,196
3,1,8,20,0,4,1,2,0.7007,0.6627,0.7399,0.1212,202
3,1,8,21,0,4,1,3,0.6633,0.6929,0.6063,0.2153,116
3,1,8,22,0,4,1,1,0.8234,0.7586,0.5889,0.4108,138
3,1,8,23,0,4,1,1,0.7644,0.7095,0.6268,0.3694,87
3,1,8,0,0,5,0,2,0.7086,0.6767,0.6463,0.2611,25
3,1,8,1,0,5,0,2,0.6272,0.6077,0.6732,0.3394,11
3,1,8,2,0,5,0,2,0.6458,0.6203,0.5624,0.108,8
3,1,8,3,0,5,0,2,0.6853,0.6495,0.538,0.2645,7
3,1,8,4,0,5,0,1,0.689,0.6703,0.4762,0.1275,15
3,1,8,5,0,5,0,2,0.6146,0.6019,0.5753,0.3637,28
3,1,8,6,0,5,0,2,0.5687,0.5391,0.4428,0.6793,91
3,1,8,7,0,5,0,2,0.7991,0.8143,0.4922,0.2557,205
3,1,8,8,0,5,0,1,0.6665,0.6464,0.6167,0.2659,313
3,1,8,9,0,5,0,3,0.6938,0.6509,0.7159,0.1045,125
3,1,8,10,0,5,0,2,0.6041,0.6112,0.6052,0.3458,109
3,1,8,11,0,5,0,1,0.7598,0.6609,0.8848,0.6894,150
3,1,8,12,0,5,0,1,0.7369,0.6663,0.6822,0.1801,209
3,1,8,13,0,5,0,2,0.6684,0.6288,0.6702,0.3332,143
3,1,8,14,0,5,0,3,0.6788,0.6096,0.51,0.4846,94
3,1,8,15,1,5,0,2,0.6841,0.674,0.7156,0.1463,79
3,1,8,16,0,5,0,3,0.671,0.6605,0.715,0.4863,118
3,1,8,17,0,5,0,1,0.7032,0.717,0.5321,0.719,204
3,1,8,18,0,5,0,1,0.6905,0.6386,0.6505,0.1971,212
3,1,8,19,0,5,0,2,0.6518,0.6363,0.8294,0.5566,156
3,1,8,20,0,5,0,1,0.5823,0.5916,0.6771,0.1821,116
3,1,8,21,0,5,0,1,0.6624,0.6341,0.7478,0.2233,135
3,1,8,22,0,5,0,2,0.7167,0.7104,0.6052,0.1015,89
3,1,8,23,0,5,0,1,0.7112,0.6726,0.4352,0.2873,44
3,1,8,0,0,6,0,1,0.7538,0.7555,0.7043,0.0426,29
3,1,8,1,0,6,0,1,0.7612,0.7003,0.6276,0.2784,12
3,1,8,2,0,6,0,1,0.711,0.6289,0.6755,0.1247,8
3,1,8,3,0,6,0,1,0.675,0.6299,0.6522,0.4183,7
3,1,8,4,0,6,0,1,0.6859,0.649,0.5523,0.0361,12
3,1,8,5,0,6,0,3,0.6217,0.6037,0.6542,0.3653,30
3,1,8,6,0,6,0,2,0.7178,0.6955,0.5704,0.5391,76
3,1,8,7,0,6,0,2,0.7545,0.6955,0.523,0.2839,198
3,1,8,8,0,6,0,1,0.7348,0.6681,0.7404,0.0297,311
3,1,8,9,0,6,0,1,0.7008,0.7146,0.5451,0.4874,159
3,1,8,10,0,6,0,3,0.645,0.6087,0.6288,0.5084,62
3,1,8,11,0,6,0,2,0.637,0.5908,0.5399,0.2108,146
3,1,8,12,0,6,0,2,0.6507,0.6277,0.8201,0.0871,169
3,1,8,13,0,6,0,1,0.6108,0.5511,0.7053,0.1601,154
3,1,8,14,0,6,0,2,0.6811,0.6256,0.5272,0.4409,107
3,1,8,15,0,6,0,2,0.4661,0.4666,0.6472,0.2533,125
3,1,8,16,0,6,0,1,0.6242,0.5625,0.6495,0.2424,246
3,1,8,17,0,6,0,2,0.6667,0.5934,0.6594,0.3655,209
3,1,8,18,0,6,0,1,0.837,0.7845,0.5723,0.2299,223
3,1,8,19,0,6,0,1,0.6622,0.6369,0.5657,0.2041,179
3,1,8,20,0,6,0,1,0.6648,0.6728,0.824,0.2471,132
3,1,8,21,0,6,0,2,0.6035,0.5836,0.539,0.2949,99
3,1,8,22,0,6,0,2,0.7823,0.7586,0.5214,0.6779,69
3,1,8,23,0,6,0,1,0.6049,0.544,0.4274,0.2342,64
3,1,8,0,0,0,1,3,0.8019,0.7674,0.6168,0.0531,26
3,1,8,1,0,0,1,1,0.6078,0.5438,0.4925,0.0286,21
3,1,8,2,0,0,1,3,0.7255,0.7167,0.911,0.4761,7
3,1,8,3,1,0,0,2,0.6556,0.6262,0.4839,0.311,4
3,1,8,4,0,0,1,3,0.6202,0.5876,0.555,0.3439,12
3,1,8,5,0,0,1,2,0.7302,0.7089,0.908,0.3437,57
3,1,8,6,0,0,1,2,0.7526,0.7002,0.7768,0.1103,110
3,1,8,7,0,0,1,1,0.6466,0.5997,0.4279,0.3097,284
3,1,8,8,0,0,1,2,0.6579,0.5965,0.6485,0.6496,344
3,1,8,9,0,0,1,2,0.6307,0.6526,0.6757,0.3919,226
3,1,8,10,0,0,1,2,0.6753,0.6347,0.5288,0.2499,166
3,1,8,11,0,0,1,2,0.5829,0.5443,0.7208,0.1562,196
3,1,8,12,0,0,1,1,0.471,0.4683,0.4762,0.0971,251
3,1,8,13,0,0,1,1,0.5287,0.5026,0.4418,0.2615,183
3,1,8,14,0,0,1,1,0.6441,0.5422,0.7607,0.2862,213
3,1,8,15,0,0,1,2,0.5847,0.6161,0.7151,0.1051,204
3,1,8,16,0,0,1,2,0.6513,0.6044,0.8674,0.324,308
3,1,8,17,0,0,1,2,0.6237,0.5673,0.6335,0.2865,293
3,1,8,18,0,0,1,2,0.6101,0.5747,0.8333,0.4315,335
3,1,8,19,0,0,1,1,0.6142,0.568,0.5789,0.1788,247
3,1,8,20,0,0,1,1,0.7273,0.676,0.784,0.2781,202
3,1,8,21,0,0,1,1,0.676,0.6457,0.87,0.1674,154
3,1,8,22,0,0,1,1,0.7691,0.6749,0.5363,0.2383,139
3,1,8,23,0,0,1,2,0.6668,0.6555,0.4313,0.554,57
3,1,8,0,0,1,1,2,0.5235,0.5259,0.6734,0.3633,32
3,1,8,1,0,1,1,3,0.5841,0.5042,0.6704,0.2668,17
3,1,8,2,0,1,1,1,0.6653,0.6457,0.6278,0.3718,11
3,1,8,3,0,1,1,2,0.6741,0.6147,0.763,0.1585,12
3,1,8,4,1,1,0,2,0.6162,0.5722,0.512,0.4007,8
3,1,8,5,0,1,1,1,0.6015,0.582,0.6323,0.0796,58
3,1,8,6,0,1,1,2,0.6146,0.6099,0.5541,0.1717,123
3,1,8,7,0,1,1,3,0.6471,0.6247,0.8425,0.782,210
3,1,8,8,0,1,1,1,0.6538,0.5794,0.7398,0.0909,366
3,1,8,9,0,1,1,2,0.5803,0.5532,0.5618,0.1404,176
3,1,8,10,0,1,1,1,0.6744,0.6554,0.6524,0.2961,149
3,1,8,11,0,1,1,1,0.6738,0.6169,0.6262,0.3613,213
3,1,8,12,0,1,1,1,0.6495,0.5916,0.4888,0.2832,310
3,1,8,13,0,1,1,1,0.6088,0.5762,0.8377,0.1425,202
3,1,8,14,0,1,1,2,0.7042,0.6862,0.5956,0.151,150
3,1,8,15,0,1,1,1,0.7498,0.6954,1.0,0.2766,239
3,1,8,16,0,1,1,2,0.6258,0.6017,0.6515,0.5119,267
3,1,8,17,0,1,1,3,0.6132,0.5447,0.7971,0.0611,257
3,1,8,18,0,1,1,2,0.6898,0.6634,0.6509,0.1086,286
3,1,8,19,0,1,1,1,0.5753,0.4918,0.6844,0.5698,217
3,1,8,20,0,1,1,1,0.5678,0.5487,0.5976,0.3411,180
3,1,8,21,0,1,1,1,0.6118,0.6076,0.432,0.2637,143
3,1,8,22,0,1,1,1,0.6789,0.6399,0.848,0.594,113
3,1,8,23,1,1,0,1,0.5956,0.5825,0.5743,0.1507,29
3,1,8,0,0,2,1,2,0.6534,0.6281,0.8242,0.5528,30
3,1,8,1,0,2,1,2,0.5141,0.4471,0.8995,0.1108,15
3,1,8,2,0,2,1,1,0.6979,0.6276,0.5696,0.1588,12
3,1,8,3,0,2,1,1,0.7556,0.7069,0.5471,0.4623,12
3,1,8,4,0,2,1,3,0.5911,0.5571,0.5786,0.4607,12
3,1,8,5,0,2,1,3,0.6858,0.6281,0.4193,0.6345,37
3,1,8,6,0,2,1,2,0.6402,0.5716,0.69,0.3273,121
3,1,8,7,0,2,1,2,0.6622,0.5434,0.8039,0.0568,332
3,1,8,8,0,2,1,2,0.6375,0.6559,0.5349,0.694,274
3,1,8,9,0,2,1,1,0.6335,0.653,0.7049,0.1873,255
3,1,8,10,0,2,1,3,0.5964,0.5413,0.6214,0.1574,116
3,1,8,11,0,2,1,1,0.5783,0.5061,0.6221,0.1693,233
3,1,8,12,0,2,1,2,0.7317,0.7388,0.6462,0.285,192
3,1,8,13,0,2,1,1,0.5372,0.4468,0.6884,0.0427,219
3,1,8,14,0,2,1,2,0.6534,0.6516,0.572,0.2025,136
3,1,8,15,0,2,1,2,0.6503,0.6369,0.6499,0.4693,217
3,1,8,16,0,2,1,2,0.6515,0.6084,0.5763,0.321,236
3,1,8,17,0,2,1,1,0.7013,0.708,0.6639,0.0662,373
3,1,8,18,0,2,1,2,0.6288,0.5776,0.5383,0.0756,234
3,1,8,19,0,2,1,2,0.7005,0.6907,0.7576,0.1833,228
3,1,8,20,0,2,1,2,0.7938,0.7466,0.6067,0.2722,149
3,1,8,21,0,2,1,2,0.6441,0.5754,0.4986,0.3369,120
3,1,8,22,0,2,1,2,0.5125,0.5482,0.6228,0.2576,72
3,1,8,23,0,2,1,2,0.6448,0.5913,0.6397,0.3321,64
3,1,8,0,0,3,1,1,0.6354,0.5908,0.5905,0.2491,33
3,1,8,1,0,3,1,2,0.6804,0.6708,0.4558,0.3434,16
3,1,8,2,0,3,1,1,0.5127,0.5242,0.6337,0.0975,11
3,1,8,3,0,3,1,2,0.675,0.6017,0.6687,0.4863,9
3,1,8,4,0,3,1,1,0.6228,0.6348,0.7,0.4579,17
3,1,8,5,0,3,1,2,0.7084,0.6728,0.7709,0.2248,48
3,1,8,6,0,3,1,1,0.616,0.5825,0.7094,0.2623,107
3,1,8,7,0,3,1,1,0.713,0.6723,0.6888,0.373,254
3,1,8,8,0,3,1,1,0.5465,0.5187,0.7176,0.1408,334
3,1,8,9,0,3,1,3,0.6535,0.574,0.5813,0.2336,205
3,1,8,10,0,3,1,1,0.5842,0.5672,0.7614,0.2933,200
3,1,8,11,0,3,1,2,0.6181,0.5933,0.6401,0.1313,209
3,1,8,12,0,3,1,1,0.8427,0.7895,0.6265,0.3923,279
3,1,8,13,0,3,1,2,0.5858,0.5627,0.4997,0.4222,162
3,1,8,14,0,3,1,1,0.6262,0.5887,0.7024,0.1999,157
3,1,8,15,0,3,1,2,0.5722,0.5414,0.6898,0.3103,210
3,1,8,16,0,3,1,1,0.6308,0.6118,0.7386,0.6083,306
3,1,8,17,0,3,1,1,0.6418,0.6029,0.4832,0.2992,397
3,1,8,18,0,3,1,1,0.6008,0.5475,0.7356,0.407,308
3,1,8,19,0,3,1,2,0.7626,0.7472,0.628,0.2676,252
3,1,8,20,0,3,1,1,0.7331,0.6642,0.5418,0.3418,194
3,1,8,21,0,3,1,4,0.586,0.5882,0.5939,0.3566,74
3,1,8,22,0,3,1,1,0.7094,0.6636,0.5514,0.3522,121
3,1,8,23,0,3,1,2,0.6186,0.614,0.6889,0.4768,77
3,1,8,0,0,4,1,1,0.5636,0.5786,0.5978,0.1372,36
3,1,8,1,0,4,1,1,0.5994,0.5677,0.6402,0.2825,19
3,1,8,2,0,4,1,2,0.5618,0.5599,0.594,0.0968,9
